id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,distance_to_green_spaces_1,score_of_green_spaces_1,distance_to_green_spaces_2,score_of_green_spaces_2,distance_to_green_spaces_3,score_of_green_spaces_3,distance_to_shopping_centers_1,distance_to_shopping_centers_2,distance_to_shopping_centers_3,distance_to_utilities_1,distance_to_utilities_2,distance_to_utilities_3,distance_to_train_stops_1,distance_to_train_stops_2,distance_to_train_stops_3,distance_to_primary_schools_1,distance_to_primary_schools_2,distance_to_primary_schools_3,distance_to_highschools_and_others_1,distance_to_highschools_and_others_2,distance_to_highschools_and_others_3,distance_to_tram_and_bus_stops_1,distance_to_tram_and_bus_stops_2,distance_to_tram_and_bus_stops_3,distance_to_cultural_and_entertainment_1,distance_to_cultural_and_entertainment_2,distance_to_cultural_and_entertainment_3,distance_to_preschools_1,distance_to_preschools_2,distance_to_preschools_3
a01d82c9529f98a54d64b9e061c9a73b,szczecin,apartmentBuilding,105.0,4.0,3.0,4.0,2016.0,53.43150295,14.4858204,5.06,1.0,1.08,0.949,0.623,0.791,1.054,3.062,0.335,condominium,brick,premium,no,yes,yes,no,no,1199999,27.444349857560887,1059231824.2615968,18.980201566705396,504094177.4571648,17.98065233886876,254920470.92680863,0.2506694452566141,0.2753079404938866,0.6582949041921243,0.09539736445530912,0.3022052875491986,0.6587204145468354,2.5646495863270444,2.826438236251565,2.899785792644948,1.0911839049709906,1.295457581615396,1.44784857726108,1.2747125360787772,1.278385702915154,1.6218865962021587,0.20762201614756495,0.23136043060901632,0.3188301091661445,0.08531222376152509,0.8747721486563246,1.043502341878358,0.8244093056297119,0.975426291468797,1.585186460388106
d68ea84e5d35da9e282150332bdc22f3,szczecin,blockOfFlats,94.4,4.0,4.0,5.0,,53.441253,14.51103016,3.86,7.0,0.439,0.343,0.058,0.532,0.624,1.312,0.051,condominium,brick,premium,yes,yes,no,no,yes,1150000,25.46579555198778,1059231824.2615968,18.397031128904725,504094177.4571648,17.590871022905926,254920470.92680863,0.0707638669261143,0.07561847708423906,0.08255654015922491,1.0355911678140792,1.0440819148160947,1.094216668794236,0.9062829495348969,0.9112247082931929,1.7600012949616592,0.4231180615178622,0.717134505547986,0.7664004335496254,0.8601842215544386,0.9349690213991672,1.000162094423619,0.17310282540018618,0.19089359544367543,0.20176995621318058,0.40153372792140274,0.4577257525899924,0.5928758550878259,0.5409057272923645,0.5458613299525553,1.0989122811521552
420295cc23d693fdffd5ccc9ba35ba98,szczecin,,48.29,2.0,8.0,11.0,2014.0,53.399444,14.526111,3.53,8.0,0.109,1.004,0.153,0.178,0.166,2.296,0.141,condominium,,,yes,yes,yes,no,yes,625000,27.980769156360367,1059231824.2615968,23.12592777833719,504094177.4571648,13.626825874485968,254920470.92680863,0.04610922183383986,0.08776229063656628,0.11267400536718832,0.1493436822134158,0.18839611817478344,0.21901404301022695,1.630243955664906,1.8958210236579043,2.5161199117903243,0.12102646291496053,0.15874873498785622,0.7976596076566485,0.7803877846595082,1.2907197649710984,1.330344385982507,0.16406012536196313,0.2703467426686602,0.2748211455757144,0.12905729610004538,0.37364254505581596,0.5212883833124142,0.17297760242559068,0.49801696238906684,0.6568884697859225
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,550000,20.797050601222583,1059231824.2615968,19.053252209657405,504094177.4571648,16.390716537217845,254920470.92680863,0.07892984106947812,0.13794169717564317,0.29701053633552915,0.03938244337141449,0.19646713638782176,0.257403805756033,1.160701643558842,2.0927912817974157,2.396751070279039,0.1562496711796476,0.7534648722493557,1.0336967907797825,0.13893992431139993,0.14373482953620711,0.15215712909266876,0.20024341171974971,0.20230050196538138,0.24347221060989613,0.32427765698339583,0.4532964169967292,0.6425399753229737,0.924323462122468,1.3005991192789441,1.3606274672232535
7ec72a2301d950ae17926c3c1e67a0ed,szczecin,tenement,35.92,2.0,,,,53.4242027600063,14.5435501300166,1.16,34.0,0.217,0.374,0.145,0.252,0.201,0.578,0.329,condominium,brick,low,yes,no,no,no,no,299000,25.175296160381123,1059231824.2615968,20.93658977638641,504094177.4571648,14.750844951912926,254920470.92680863,0.11294759754513684,0.13599628808467956,0.15388673036822545,0.09186899201151841,0.4652858689904007,0.5053689432290934,0.7681354241453477,1.1073592857158643,1.1512763221593443,0.2923369911002752,0.4339346426956873,0.5024487808700868,0.217133720101919,0.25286074838600825,0.43129682019706805,0.16410339023699735,0.21000252374114323,0.26504125722863126,0.27944123438954527,0.2939130535224674,0.32251850610835087,0.24570937751690874,0.41811844655590275,0.5604084885394434
9c833c02e8a2573bb7fb73f8ff835923,szczecin,blockOfFlats,81.0,4.0,4.0,4.0,1989.0,53.45416667,14.52944444,4.01,9.0,0.061,0.245,0.413,0.223,0.498,1.322,0.348,cooperative,brick,premium,yes,no,no,no,yes,729000,23.613042913273446,1059231824.2615968,17.508091478807273,504094177.4571648,17.96808773382652,254920470.92680863,0.3779450102863136,0.39619885601067983,0.4152000727610829,0.5073554488594056,0.8433498328555356,1.2002752960938594,0.3828334078503185,1.0083412809735939,1.7653580490918772,0.2072097894236618,0.21440209837168797,0.529412466177143,0.07145640644334968,0.205899482663922,0.22413571282148434,0.33338676977545456,0.33763204715509854,0.3420706945585774,0.09231688343129953,0.602790123059003,0.6886006453326352,0.22314451322986434,0.5302707514103568,1.1311995921442017
3eaa36a59b9354206703b5f6b2f2ff1d,szczecin,blockOfFlats,42.0,2.0,1.0,3.0,,53.46805556,14.53833333,5.19,9.0,0.209,1.533,0.201,0.319,0.157,2.722,0.257,condominium,,,no,yes,no,no,no,584999,22.202171481130495,1059231824.2615968,16.38202900277311,504094177.4571648,18.941919378222373,254920470.92680863,0.21404510280722835,0.2596137845178392,0.4481302762802432,0.9689473443210228,1.0376224390812272,1.2320099805464766,1.938210213365299,2.416638502830645,2.653346572965537,0.21361326098822253,1.3642846835888138,1.4871970830184038,1.0810279226975148,1.4714591133237154,1.6657532681004126,0.17251682089006007,0.17702804727798452,0.21860627336010685,0.1900096941645861,0.24901716958355788,0.4475720173781237,0.38891637305435006,0.9257867677477397,0.990437988716137
f680cf9172c7a0ec7b9eb153de1b25f3,szczecin,tenement,89.8,3.0,3.0,3.0,1930.0,53.4314192,14.5342442,1.98,36.0,0.158,0.554,0.233,0.379,0.143,0.547,0.184,condominium,brick,,no,yes,no,no,yes,649000,25.04509853823673,1059231824.2615968,19.95971945126284,504094177.4571648,15.76216480239718,254920470.92680863,0.02233358343353611,0.16691469487456442,0.1685382260390764,0.41020971423396146,0.7520799314675032,0.7649131198568122,0.46635508091341243,0.9980951863570429,1.139557639896346,0.27137563580165125,0.3558748857188596,0.5311827058200481,0.15649274012356476,0.2883883631442824,0.3854232878210943,0.156490744731986,0.17562645897255164,0.19662088122099913,0.1209191602163377,0.16080225983551308,0.17604174922726826,0.3850940485859174,0.5161008043062822,0.6335060644666877
355336466ec74696782ce382341086bd,szczecin,,58.6,2.0,,4.0,,53.4527742,14.4779792,6.39,4.0,0.24,2.2,0.962,0.765,0.286,3.684,0.239,cooperative,brick,,no,no,no,no,no,459000,26.441406053510015,1059231824.2615968,16.558806171134776,504094177.4571648,20.011660469613616,254920470.92680863,0.22199459924831477,0.32917914962354833,0.4396762479584448,0.7994326392809616,1.085132173466572,1.4478125641908755,2.9942791074519435,3.4414177254796265,3.57576022302461,0.23998638981088422,0.6564573588556437,1.133047498631568,0.2594309922280483,0.6560283421664838,0.7124661100391141,0.21844111263174223,0.23504513819421136,0.24300921408737994,0.3229897928843445,0.8584091865385611,1.113607901586699,0.7497645388904634,0.9579228052673178,1.0345297795073907
708aca718f1472307a06742b65d03925,szczecin,blockOfFlats,55.04,3.0,2.0,3.0,2013.0,53.468905,14.5649832,5.07,0.0,0.826,1.701,1.089,0.742,1.008,1.129,1.052,condominium,brick,premium,yes,yes,no,no,no,649000,20.753547335671318,1059231824.2615968,17.208381049660847,504094177.4571648,18.182120932675293,254920470.92680863,0.11081650569977952,0.8111792704829754,0.8896563029978678,0.6468375459908092,0.805884855989537,0.9304793824184756,2.1774713531832366,2.371899183884759,2.5310074731710155,0.8248178305609712,1.1370555012402102,1.6945982652701814,1.0687346092411911,1.0728850254632831,1.0773231337017382,0.0749314010666582,0.08362870526825475,0.16203715274855304,0.21041174479902966,0.6406576294375609,0.8890705313904923,0.9778924923675958,1.285178289890669,1.4125084723042791
